File_ID,Access_Frequency,Frequnecy_of_Access,File_Size,File_Lifecycle_Stage,Modification_Frequency,File_Age,Storage_Tier,Storage_Tier_Encoded
File_1784,0.5911,0.3676,0.1281,0.494,0.2152,0.2501,Warm,1
File_1785,0.3208,0.2515,0.3711,0.1523,0.0666,0.9908,Warm,1
File_1786,0.3124,0.4378,0.1392,0.2435,0.0558,0.8829,Warm,1
File_1787,0.0464,0.4033,0.2994,0.3601,0.3015,0.2824,Warm,1
File_1788,0.1739,0.4987,0.1324,0.3388,0.2813,0.2723,Warm,1
File_1789,0.6611,0.9411,0.0,0.0,0.4484,0.3886,Warm,1
File_1790,0.1104,0.1364,0.5598,0.811,0.2158,0.0,Warm,1
File_1791,0.4718,0.2569,0.3042,0.683,0.0888,0.0,Warm,1
File_1792,0.5066,0.1357,0.6132,0.882,0.3589,0.0,Hot,2
File_1793,0.2852,0.6149,0.3041,0.1634,0.2467,0.9052,Warm,1
File_1794,0.987,0.6959,0.0,0.0,0.1866,0.3736,Warm,1
File_1795,0.2565,0.1841,0.4638,0.2616,0.6188,0.0,Warm,1
File_1796,0.3059,0.5867,0.3977,0.2172,0.1842,0.1213,Warm,1
File_1797,0.1255,0.2059,0.3548,0.8429,0.4799,0.0,Warm,1
File_1798,0.4235,0.8693,0.0,0.0,0.3606,0.3181,Warm,1
File_1799,0.084,0.0527,0.1685,0.5725,0.5333,0.0,Cold,0
File_1800,0.9008,0.9096,0.0,0.0,0.6005,0.0948,Hot,2
File_1801,0.4851,0.1071,0.2278,0.1162,0.0521,0.0,Cold,0
File_1802,0.0996,0.0483,0.6968,0.21,0.1953,0.0,Cold,0
File_1803,0.4467,0.0701,0.1871,0.9782,0.1367,0.0,Warm,1
File_1804,0.8768,0.7954,0.0,0.0,0.5728,0.4956,Hot,2
File_1805,0.7534,0.3163,0.4727,0.1747,0.2727,0.3628,Warm,1
File_1806,0.3967,0.3046,0.4409,0.734,0.5583,0.0,Warm,1
File_1807,0.395,0.1938,0.4966,0.8676,0.3242,0.0,Warm,1
File_1808,0.2186,0.198,0.338,0.5188,0.6481,0.0,Warm,1
File_1809,0.034,0.7566,0.401,0.3434,0.2448,0.1342,Warm,1
File_1810,0.2527,0.7633,0.4983,0.2504,0.1017,0.4681,Warm,1
File_1811,0.3654,0.0828,0.3491,0.6926,0.1239,0.0,Warm,1
File_1812,0.5078,0.1328,0.1736,0.3302,0.1004,0.1829,Warm,1
File_1813,0.0614,0.2956,0.1651,0.323,0.3753,0.0,Cold,0
File_1814,0.813,0.5513,0.4761,0.3213,0.2619,0.9527,Hot,2
File_1815,0.3783,0.1997,0.0,0.0,0.2907,0.1394,Cold,0
File_1816,0.3535,0.3292,0.4225,0.0937,0.2225,0.1022,Warm,1
File_1817,0.4162,0.0597,0.5709,0.1827,0.636,0.0,Warm,1
File_1818,0.066,0.2069,0.0,0.0,0.3413,0.4714,Cold,0
File_1819,0.3247,0.0337,0.3113,0.1254,0.4782,0.0,Warm,1
File_1820,0.0499,0.4241,0.1367,0.3501,0.1991,0.7072,Warm,1
File_1821,0.1457,0.6885,0.4204,0.2077,0.252,0.6741,Warm,1
File_1822,0.688,0.8572,0.0,0.0,0.4274,0.4518,Warm,1
File_1823,0.8006,0.5519,0.0891,0.1719,0.0409,0.5391,Warm,1
File_1824,0.4689,0.1155,0.2047,0.1539,0.1976,0.7424,Warm,1
File_1825,0.4168,0.0288,0.3293,0.9101,0.3832,0.0,Warm,1
File_1826,0.8998,0.3008,0.0,0.0,0.6814,0.071,Warm,1
File_1827,0.0459,0.4318,0.0,0.0,0.9771,0.081,Warm,1
File_1828,0.5343,0.6779,0.1117,0.1368,0.2067,0.1554,Warm,1
File_1829,0.2953,0.1666,0.4278,0.5328,0.4996,0.0,Warm,1
File_1830,0.9001,0.4838,0.0,0.0,0.7296,0.4776,Hot,2
File_1831,0.3218,0.0828,0.2527,0.6256,0.608,0.0,Warm,1
File_1832,0.5326,0.7355,0.0,0.0,0.7466,0.0597,Warm,1
File_1833,0.479,0.1344,0.4698,0.2827,0.2117,0.6554,Warm,1
File_1834,0.5138,0.1313,0.6289,0.2778,0.3083,0.0,Warm,1
File_1835,0.8456,0.4231,0.0,0.0,0.3689,0.3305,Warm,1
File_1836,0.1404,0.0986,0.0,0.0,0.5799,0.4193,Cold,0
File_1837,0.0468,0.1174,0.6717,0.5828,0.4693,0.0,Warm,1
File_1838,0.1683,0.2863,0.3413,0.1069,0.0727,0.8478,Warm,1
File_1839,0.0835,0.6347,0.183,0.2218,0.07,0.3249,Warm,1
File_1840,0.2109,0.6223,0.2191,0.2569,0.1506,0.2779,Warm,1
File_1841,0.1665,0.5905,0.0,0.0,0.2322,0.3098,Cold,0
File_1842,0.9983,0.6803,0.0,0.0,0.785,0.3771,Hot,2
File_1843,0.8259,0.7738,0.144,0.4636,0.1149,0.6825,Hot,2
File_1844,0.3858,0.0325,0.1502,0.4677,0.4879,0.0,Warm,1
File_1845,0.103,0.4858,0.2458,0.3339,0.2203,0.3305,Warm,1
File_1846,0.315,0.2599,0.1437,0.742,0.5561,0.0,Warm,1
File_1847,0.1027,0.0884,0.7399,0.2861,0.3842,0.0,Warm,1
File_1848,0.3245,0.3017,0.852,0.4601,0.036,0.0,Warm,1
File_1849,0.7449,0.2432,0.0,0.0,0.5573,0.3508,Warm,1
File_1850,0.2786,0.0455,0.5113,0.9901,0.2521,0.0,Warm,1
File_1851,0.3896,0.196,0.7076,0.8962,0.5368,0.0,Hot,2
File_1852,0.705,0.4924,0.0,0.0,0.6636,0.4357,Warm,1
File_1853,0.0446,0.8461,0.0,0.0,0.6733,0.4008,Warm,1
File_1854,0.0983,0.9523,0.0,0.0,0.5653,0.3261,Warm,1
File_1855,0.0717,0.6159,0.0766,0.4461,0.2538,0.4327,Warm,1
File_1856,0.4424,0.1745,0.2661,0.2022,0.2006,0.1517,Warm,1
File_1857,0.6781,0.9197,0.0,0.0,0.4901,0.402,Hot,2
File_1858,0.3373,0.0414,0.5355,0.3483,0.2106,0.0,Warm,1
File_1859,0.3496,0.0119,0.2049,0.4298,0.1301,0.0,Cold,0
File_1860,0.7215,0.3603,0.2055,0.2236,0.0385,0.45,Warm,1
File_1861,0.0757,0.2731,0.1671,0.3491,0.2353,0.4423,Cold,0
File_1862,0.56,0.2847,0.0,0.0,0.9755,0.4584,Warm,1
File_1863,0.889,0.1811,0.0,0.0,0.5426,0.4253,Warm,1
File_1864,0.6571,0.4564,0.3306,0.325,0.0667,0.8475,Warm,1
File_1865,0.0577,0.1102,0.4856,0.2158,0.083,0.0,Cold,0
File_1866,0.5313,0.3922,0.0852,0.0584,0.2521,0.2972,Warm,1
File_1867,0.6753,0.2313,0.0,0.0,0.6415,0.3198,Warm,1
File_1868,0.8082,0.5231,0.4471,0.3688,0.2273,0.1154,Hot,2
File_1869,0.3278,0.2513,0.4107,0.3965,0.1084,0.7257,Warm,1
File_1870,0.1315,0.4254,0.0,0.0,0.2855,0.1927,Cold,0
File_1871,0.7528,0.711,0.0,0.0,0.5957,0.4673,Hot,2
File_1872,0.1735,0.0678,0.1986,0.0542,0.0919,0.2935,Cold,0
File_1873,0.03,0.1908,0.3326,0.119,0.2392,0.0,Cold,0
File_1874,0.326,0.763,0.4866,0.213,0.156,0.2607,Warm,1
File_1875,0.8898,0.1333,0.0,0.0,0.8845,0.2098,Warm,1
File_1876,0.2276,0.0691,0.6214,0.9412,0.1825,0.0,Warm,1
File_1877,0.8261,0.7086,0.0,0.0,0.6249,0.1602,Hot,2
File_1878,0.544,0.1551,0.2712,0.7077,0.5077,0.0,Warm,1
File_1879,0.0595,0.5809,0.0,0.0,0.8424,0.3721,Warm,1
File_1880,0.7664,0.3295,0.0,0.0,0.8416,0.2267,Warm,1
File_1881,0.168,0.2811,0.1411,0.9327,0.2937,0.0,Warm,1
File_1882,0.2768,0.217,0.7543,0.9516,0.191,0.0,Warm,1
File_1883,0.207,0.3614,0.0945,0.1326,0.1017,0.1217,Cold,0
File_1884,0.0396,0.0367,0.3569,0.2037,0.5693,0.0,Cold,0
File_1885,0.2324,0.4001,0.0,0.0,0.3189,0.1163,Cold,0
File_1886,0.6201,0.508,0.0,0.0,0.1762,0.354,Warm,1
File_1887,0.1478,0.4214,0.1033,0.1068,0.1978,0.6067,Cold,0
File_1888,0.341,0.846,0.0,0.0,0.8641,0.4082,Warm,1
File_1889,0.6148,0.7186,0.3488,0.4444,0.2756,0.1259,Hot,2
File_1890,0.2038,0.1919,0.0,0.0,0.8449,0.3743,Warm,1
File_1891,0.1573,0.138,0.82,0.2675,0.1592,0.0,Warm,1
File_1892,0.776,0.5474,0.0,0.0,0.8127,0.4514,Hot,2
File_1893,0.668,0.1965,0.2864,0.1769,0.1297,0.937,Warm,1
File_1894,0.078,0.6888,0.3487,0.2413,0.3057,0.6791,Warm,1
File_1895,0.6404,0.5512,0.3602,0.3456,0.0128,0.6759,Warm,1
File_1896,0.3837,0.0874,0.7408,0.2389,0.3541,0.0,Warm,1
File_1897,0.3973,0.0077,0.8894,0.9846,0.2997,0.0,Hot,2
File_1898,0.0525,0.0785,0.8331,0.2926,0.3161,0.0,Warm,1
File_1899,0.7364,0.4201,0.4761,0.3331,0.1789,0.7284,Hot,2
File_1900,0.3528,0.1068,0.1409,0.5382,0.2643,0.0,Warm,1
File_1901,0.8381,0.1313,0.4243,0.1364,0.0558,0.1593,Warm,1
File_1902,0.0638,0.367,0.4542,0.3346,0.2939,0.5655,Warm,1
File_1903,0.5044,0.0474,0.2377,0.6581,0.4673,0.0,Warm,1
File_1904,0.1999,0.0809,0.5273,0.8454,0.4284,0.0,Warm,1
File_1905,0.9274,0.1353,0.0,0.0,0.7274,0.0995,Warm,1
File_1906,0.5046,0.1874,0.4831,0.4679,0.0102,0.674,Warm,1
File_1907,0.7213,0.0979,0.0,0.0,0.9787,0.2709,Warm,1
File_1908,0.4401,0.1845,0.4812,0.1915,0.1031,0.3719,Warm,1
File_1909,0.5723,0.3324,0.0,0.0,0.2667,0.0721,Warm,1
File_1910,0.3621,0.5996,0.2981,0.1111,0.1668,0.5702,Warm,1
File_1911,0.1734,0.1434,0.0,0.0,0.1199,0.256,Cold,0
File_1912,0.7211,0.4803,0.2903,0.3385,0.1683,0.6113,Warm,1
File_1913,0.2597,0.9405,0.0,0.0,0.833,0.2795,Warm,1
File_1914,0.6387,0.6277,0.1193,0.2874,0.0158,0.1619,Warm,1
File_1915,0.4965,0.0817,0.6399,0.2618,0.1894,0.0,Warm,1
File_1916,0.3888,0.7048,0.194,0.3479,0.1297,0.7452,Warm,1
File_1917,0.3633,0.3785,0.0724,0.3227,0.0596,0.7294,Warm,1
File_1918,0.0831,0.2839,0.4688,0.8114,0.5654,0.0,Warm,1
File_1919,0.8112,0.3817,0.2541,0.2313,0.1791,0.603,Warm,1
File_1920,0.285,0.1262,0.179,0.155,0.0009,0.9586,Cold,0
File_1921,0.099,0.4733,0.1916,0.1131,0.0295,0.1577,Cold,0
File_1922,0.2197,0.219,0.8744,0.5317,0.577,0.0,Hot,2
File_1923,0.3692,0.6953,0.0,0.0,0.6262,0.168,Warm,1
File_1924,0.4883,0.4283,0.0,0.0,0.6313,0.3255,Warm,1
File_1925,0.1387,0.0462,0.8079,0.324,0.4933,0.0,Warm,1
File_1926,0.4287,0.3407,0.1048,0.0673,0.2919,0.1075,Warm,1
File_1927,0.5036,0.0617,0.108,0.2619,0.284,0.7219,Warm,1
File_1928,0.5285,0.0301,0.7764,0.4461,0.5301,0.0,Warm,1
File_1929,0.7912,0.6084,0.2671,0.2357,0.2789,0.9698,Hot,2
File_1930,0.3345,0.208,0.8471,0.7139,0.0443,0.0,Warm,1
File_1931,0.5752,0.7631,0.0,0.0,0.5815,0.4409,Warm,1
File_1932,0.2585,0.3259,0.0,0.0,0.9706,0.3673,Warm,1
File_1933,0.2891,0.2865,0.0,0.0,0.2797,0.0745,Cold,0
File_1934,0.2278,0.8145,0.0,0.0,0.6672,0.1772,Warm,1
File_1935,0.2906,0.1356,0.729,0.5034,0.1208,0.0,Warm,1
File_1936,0.1672,0.0393,0.2242,0.9814,0.6558,0.0,Warm,1
File_1937,0.158,0.2698,0.4846,0.4427,0.4228,0.0,Warm,1
File_1938,0.1699,0.0947,0.0868,0.2463,0.031,0.8078,Cold,0
File_1939,0.1533,0.2445,0.296,0.1481,0.6552,0.0,Warm,1
File_1940,0.5753,0.3743,0.0,0.0,0.4094,0.4661,Warm,1
File_1941,0.3533,0.0674,0.7249,0.6299,0.3747,0.0,Warm,1
File_1942,0.0761,0.1353,0.4799,0.2254,0.1068,0.1035,Cold,0
File_1943,0.4202,0.588,0.2095,0.3611,0.1514,0.3778,Warm,1
File_1944,0.2036,0.7892,0.0,0.0,0.9026,0.0602,Warm,1
File_1945,0.0603,0.7989,0.2981,0.2354,0.0313,0.3827,Warm,1
File_1946,0.1094,0.3914,0.2033,0.4766,0.264,0.7101,Warm,1
File_1947,0.2095,0.2487,0.5955,0.2429,0.0665,0.0,Warm,1
File_1948,0.1217,0.0591,0.1021,0.8385,0.3514,0.0,Cold,0
File_1949,0.3139,0.3435,0.153,0.4582,0.083,0.9679,Warm,1
File_1950,0.7237,0.759,0.0,0.0,0.0751,0.4747,Warm,1
File_1951,0.1032,0.1823,0.2108,0.1205,0.482,0.0,Cold,0
File_1952,0.0731,0.5046,0.4006,0.0863,0.0211,0.5739,Warm,1
File_1953,0.5242,0.964,0.0,0.0,0.9829,0.3722,Hot,2
File_1954,0.4905,0.684,0.1268,0.0922,0.2824,0.3468,Warm,1
File_1955,0.2876,0.2313,0.1577,0.6716,0.5663,0.0,Warm,1
File_1956,0.8465,0.7617,0.4692,0.1174,0.0079,0.1946,Hot,2
File_1957,0.4917,0.2773,0.8793,0.4534,0.6361,0.0,Hot,2
File_1958,0.6335,0.737,0.2484,0.0705,0.1526,0.967,Warm,1
File_1959,0.2763,0.3345,0.0,0.0,0.7613,0.2723,Warm,1
File_1960,0.9412,0.2314,0.0,0.0,0.8796,0.096,Warm,1
File_1961,0.3122,0.1555,0.2802,0.2116,0.0663,0.7966,Warm,1
File_1962,0.3657,0.8905,0.0,0.0,0.7055,0.2707,Warm,1
File_1963,0.8317,0.3238,0.0,0.0,0.9203,0.0879,Warm,1
File_1964,0.5923,0.7997,0.0,0.0,0.8278,0.2427,Hot,2
File_1965,0.4387,0.2162,0.0942,0.3775,0.0137,0.4202,Cold,0
File_1966,0.2989,0.9548,0.0,0.0,0.0911,0.1225,Warm,1
File_1967,0.0189,0.2203,0.4759,0.7687,0.1287,0.0,Warm,1
File_1968,0.1641,0.2459,0.7771,0.1526,0.2814,0.0,Warm,1
File_1969,0.696,0.3732,0.0,0.0,0.1731,0.4178,Warm,1
File_1970,0.7532,0.6285,0.4714,0.3226,0.1089,0.8763,Hot,2
File_1971,0.1515,0.0977,0.1897,0.4341,0.0459,0.5373,Cold,0
File_1972,0.0152,0.1068,0.4017,0.4048,0.6029,0.0,Warm,1
File_1973,0.3629,0.6814,0.3709,0.4449,0.0647,0.2821,Warm,1
File_1974,0.5533,0.5184,0.0,0.0,0.734,0.087,Warm,1
File_1975,0.2795,0.2359,0.1908,0.3085,0.2169,0.0,Cold,0
File_1976,0.3757,0.5781,0.0713,0.3782,0.2797,0.3996,Warm,1
File_1977,0.3686,0.6161,0.0,0.0,0.3298,0.4309,Warm,1
File_1978,0.173,0.7754,0.1901,0.0517,0.214,0.7137,Warm,1
File_1979,0.5437,0.4295,0.4536,0.4234,0.1531,0.24,Warm,1
File_1980,0.9637,0.6312,0.0,0.0,0.2736,0.1461,Warm,1
File_1981,0.2941,0.165,0.6329,0.3059,0.3957,0.0,Warm,1
File_1982,0.1313,0.4894,0.0,0.0,0.0876,0.3721,Cold,0
File_1983,0.1978,0.0909,0.0,0.0,0.3445,0.4908,Cold,0
File_1984,0.5208,0.3734,0.0,0.0,0.2427,0.0685,Cold,0
File_1985,0.4794,0.1346,0.4751,0.8927,0.4322,0.0,Warm,1
File_1986,0.7843,0.3797,0.1343,0.4408,0.2988,0.7642,Warm,1
File_1987,0.418,0.9915,0.0,0.0,0.8084,0.2285,Hot,2
File_1988,0.3626,0.2224,0.3105,0.1094,0.0211,0.4162,Cold,0
File_1989,0.7422,0.4343,0.4002,0.4072,0.205,0.8717,Hot,2
File_1990,0.5402,0.8095,0.0,0.0,0.1878,0.1229,Warm,1
File_1991,0.4835,0.1429,0.1955,0.2594,0.5175,0.0,Warm,1
File_1992,0.2926,0.2391,0.8414,0.2072,0.2137,0.0,Warm,1
File_1993,0.5244,0.2416,0.8062,0.3643,0.5295,0.0,Hot,2
File_1994,0.2189,0.9088,0.0,0.0,0.5167,0.4013,Warm,1
File_1995,0.7224,0.7467,0.082,0.0702,0.1913,0.215,Warm,1
File_1996,0.8349,0.2884,0.2122,0.2378,0.1234,0.7869,Warm,1
File_1997,0.8401,0.6058,0.1145,0.4793,0.2021,0.4583,Hot,2
File_1998,0.1485,0.2902,0.0663,0.3479,0.2501,0.1722,Cold,0
File_1999,0.3165,0.1586,0.2659,0.4625,0.4067,0.0,Warm,1
File_2000,0.4563,0.0913,0.4035,0.4719,0.1841,0.6766,Warm,1
